reminder_id,user_id,reminder_date,reminder_type,opened,clicked,journaled_after
210,16,2026-04-14,Morning,False,False,False
211,16,2026-11-05,Evening,False,False,False
212,16,2027-01-24,Motivation,True,True,True
213,16,2026-07-11,Evening,True,True,True
214,16,2026-11-21,Morning,True,False,False
215,16,2026-07-11,Streak,True,False,False
216,16,2026-11-30,Morning,False,False,False
217,16,2026-05-29,Evening,True,False,False
218,16,2026-03-17,Evening,True,True,True
219,17,2026-08-12,Evening,True,False,False
220,17,2026-04-26,Streak,True,False,False
221,17,2026-02-27,Motivation,True,False,False
222,17,2026-04-28,Morning,False,False,False
223,17,2026-07-29,Morning,True,False,False
224,17,2025-12-17,Streak,True,False,False
225,17,2025-12-18,Evening,True,True,True
226,17,2026-05-18,Streak,True,True,True
227,17,2026-04-07,Evening,False,False,False
228,17,2026-05-19,Motivation,True,True,True
229,17,2026-01-14,Motivation,False,False,False
230,17,2025-10-30,Evening,True,True,False
231,17,2026-09-09,Streak,False,False,False
232,17,2025-11-25,Morning,True,True,False
233,17,2026-09-05,Morning,True,True,True
234,17,2026-07-05,Streak,False,False,False
235,17,2026-05-10,Morning,False,False,False
236,18,2026-12-10,Morning,True,False,False
237,18,2027-01-20,Evening,True,False,False
238,18,2026-05-25,Evening,True,True,True
239,18,2026-06-11,Morning,True,False,False
240,18,2026-06-21,Morning,False,False,False
241,18,2026-03-21,Evening,False,False,False
242,18,2026-10-10,Motivation,True,False,False
243,18,2026-03-11,Morning,False,False,False
244,18,2027-01-07,Morning,True,False,False
245,18,2026-11-21,Evening,False,False,False
246,18,2026-12-20,Motivation,True,False,False
247,18,2026-05-14,Morning,True,False,False
248,18,2026-06-29,Morning,False,False,False
249,18,2026-12-02,Evening,True,False,False
250,18,2026-12-23,Evening,False,False,False
251,18,2027-02-05,Morning,True,False,False
252,18,2026-09-04,Evening,True,True,True
253,18,2026-06-28,Morning,False,False,False
254,19,2027-01-12,Evening,False,False,False
255,19,2026-10-02,Morning,False,False,False
256,19,2026-06-13,Evening,True,True,True
257,19,2026-05-25,Morning,True,True,True
258,19,2027-02-13,Morning,True,True,True
259,19,2026-08-22,Morning,True,False,False
260,19,2026-10-25,Evening,False,False,False
261,19,2027-02-21,Streak,True,False,False
262,19,2027-03-06,Evening,False,False,False
263,19,2027-03-16,Evening,True,False,False
264,19,2027-05-17,Motivation,False,False,False
265,19,2026-10-07,Motivation,True,True,False
266,19,2027-02-10,Evening,True,False,False
267,19,2026-08-31,Morning,False,False,False
268,19,2027-05-12,Streak,True,False,False
269,19,2026-07-14,Morning,True,False,False
270,19,2027-03-16,Evening,True,False,False
271,20,2026-02-02,Streak,True,True,True
272,20,2026-05-02,Morning,True,False,False
273,20,2025-08-30,Streak,False,False,False
274,20,2026-04-02,Morning,True,False,False
275,20,2025-08-01,Evening,False,False,False
276,20,2026-05-25,Streak,True,True,False
277,20,2025-09-23,Streak,False,False,False
278,20,2026-02-09,Motivation,False,False,False
279,20,2026-02-11,Streak,True,True,True
280,20,2025-12-22,Streak,True,False,False
281,20,2026-06-07,Streak,True,True,True
282,20,2026-05-26,Evening,True,False,False
283,20,2025-07-31,Motivation,True,False,False
284,20,2026-02-13,Streak,True,False,False
285,20,2026-02-27,Streak,False,False,False
286,20,2025-08-26,Streak,True,False,False
287,20,2026-03-09,Motivation,True,False,False
288,21,2027-03-21,Morning,False,False,False
289,21,2026-08-04,Motivation,True,False,False
290,21,2026-11-05,Morning,False,False,False
291,21,2027-03-23,Morning,False,False,False
292,21,2026-12-23,Streak,False,False,False
293,21,2026-06-03,Evening,False,False,False
294,21,2027-04-23,Morning,True,True,True
295,21,2027-04-21,Evening,False,False,False
296,21,2026-09-03,Evening,True,True,False
297,22,2026-04-26,Evening,True,False,False
298,22,2026-05-20,Morning,True,False,False
299,22,2027-03-09,Morning,True,False,False
300,22,2026-09-18,Evening,True,True,True
301,22,2026-12-28,Morning,False,False,False
302,22,2026-09-04,Morning,False,False,False
303,22,2026-05-16,Evening,True,False,False
304,22,2026-10-06,Morning,True,False,False
305,22,2026-05-28,Evening,True,True,True
306,22,2027-02-13,Evening,True,False,False
307,23,2025-12-22,Streak,False,False,False
308,23,2026-06-22,Streak,False,False,False
309,23,2026-05-02,Morning,False,False,False
310,23,2026-06-07,Morning,False,False,False
311,23,2026-03-05,Morning,True,True,True
312,23,2026-07-16,Motivation,False,False,False
313,23,2026-02-17,Evening,True,False,False
314,23,2026-02-09,Motivation,True,True,True
315,23,2026-03-28,Morning,False,False,False
316,23,2026-03-16,Morning,True,False,False
317,23,2026-11-29,Streak,True,False,False
318,23,2026-06-28,Streak,False,False,False
319,23,2026-03-04,Streak,False,False,False
320,23,2026-11-27,Morning,True,True,True
321,23,2026-02-20,Morning,False,False,False
322,23,2026-04-24,Evening,False,False,False
323,23,2026-04-11,Morning,True,False,False
324,23,2025-12-01,Evening,True,True,True
325,24,2026-03-24,Morning,True,False,False
326,24,2025-12-11,Evening,True,False,False
327,24,2025-10-11,Motivation,True,False,False
328,24,2025-11-10,Evening,False,False,False
329,24,2026-09-11,Evening,True,True,True
330,24,2026-09-16,Morning,True,True,True
331,24,2025-11-14,Streak,True,False,False
332,24,2026-01-29,Morning,False,False,False
333,24,2026-08-27,Evening,True,True,False
334,24,2026-03-19,Evening,True,False,False
335,24,2025-10-22,Evening,False,False,False
336,24,2026-09-05,Morning,False,False,False
337,24,2026-01-13,Motivation,True,False,False
338,24,2026-06-04,Streak,False,False,False
339,24,2025-11-23,Streak,True,False,False
340,24,2026-02-23,Morning,True,True,False
341,24,2026-09-18,Morning,True,False,False
342,24,2025-10-13,Morning,True,False,False
343,24,2026-04-24,Morning,True,False,False
344,25,2026-12-29,Morning,True,False,False
345,25,2026-11-15,Evening,True,False,False
346,25,2027-04-10,Morning,True,True,False
347,25,2027-04-18,Morning,False,False,False
348,25,2026-08-05,Streak,False,False,False
349,25,2027-04-18,Streak,True,True,True
350,25,2026-08-06,Evening,True,False,False
351,25,2026-08-13,Evening,False,False,False
352,25,2027-01-13,Evening,True,False,False
353,25,2026-08-21,Evening,False,False,False
354,25,2027-04-30,Evening,True,False,False
355,25,2027-03-06,Streak,True,False,False
356,25,2026-12-13,Morning,False,False,False
357,25,2026-11-11,Streak,True,False,False
358,26,2026-05-27,Evening,True,True,False
359,26,2026-11-05,Evening,False,False,False
360,26,2026-07-13,Morning,True,False,False
361,26,2026-11-23,Evening,True,False,False
362,26,2026-07-20,Evening,True,False,False
363,26,2026-03-16,Morning,True,False,False
364,26,2026-01-15,Streak,True,False,False
365,26,2026-10-20,Morning,True,False,False
366,26,2026-09-18,Morning,True,False,False
367,26,2026-09-12,Evening,False,False,False
368,27,2026-06-14,Morning,False,False,False
369,27,2026-02-25,Morning,False,False,False
370,27,2026-03-14,Streak,False,False,False
371,27,2026-05-16,Evening,False,False,False
372,27,2026-01-24,Streak,True,False,False
373,27,2026-05-07,Streak,False,False,False
374,27,2026-02-27,Morning,False,False,False
375,27,2026-03-19,Evening,False,False,False
376,27,2025-09-24,Morning,True,True,True
377,27,2026-01-09,Evening,True,False,False
378,27,2025-12-09,Morning,False,False,False
379,27,2025-09-13,Evening,False,False,False
380,27,2025-11-24,Evening,False,False,False
381,28,2026-01-31,Evening,False,False,False
382,28,2026-03-29,Evening,True,False,False
383,28,2025-12-11,Evening,True,True,True
384,28,2026-02-16,Streak,True,False,False
385,28,2026-02-13,Streak,True,False,False
386,28,2026-04-22,Morning,False,False,False
387,28,2025-09-12,Evening,True,False,False
388,28,2026-08-08,Morning,False,False,False
389,28,2026-02-26,Evening,True,False,False
390,28,2026-06-29,Morning,True,False,False
391,28,2026-01-28,Morning,False,False,False
392,28,2025-11-23,Morning,True,False,False
393,28,2026-06-25,Morning,True,True,False
394,28,2026-08-24,Morning,True,True,True
395,28,2026-08-14,Evening,False,False,False
396,28,2026-05-30,Streak,True,False,False
397,28,2025-11-21,Evening,True,False,False
398,28,2026-07-26,Morning,False,False,False
399,28,2026-08-16,Evening,True,True,False
400,28,2026-02-01,Streak,True,False,False
401,29,2026-08-03,Morning,True,False,False
402,29,2026-07-24,Evening,True,False,False
403,29,2027-03-25,Morning,True,False,False
404,29,2026-10-05,Morning,True,True,False
405,29,2026-08-11,Streak,True,False,False
406,29,2027-05-01,Evening,True,True,True
407,29,2026-06-27,Evening,True,False,False
408,29,2027-04-16,Evening,True,False,False
409,29,2027-05-31,Morning,False,False,False
410,29,2026-11-27,Morning,True,False,False
411,29,2026-10-06,Evening,False,False,False
412,29,2026-07-01,Morning,True,True,True
413,29,2026-07-01,Streak,False,False,False
414,29,2026-11-10,Streak,False,False,False
415,29,2027-05-23,Morning,True,False,False
416,30,2026-05-24,Morning,False,False,False
417,30,2026-05-29,Streak,False,False,False
418,30,2027-02-20,Streak,False,False,False
419,30,2027-02-18,Evening,True,False,False
420,30,2026-11-10,Morning,True,False,False
421,30,2026-12-09,Streak,True,False,False
422,30,2026-10-07,Morning,False,False,False
423,30,2026-12-12,Evening,False,False,False
424,30,2026-04-06,Streak,True,True,False
425,30,2026-09-07,Streak,True,True,True
426,30,2026-03-25,Streak,True,False,False
427,30,2026-10-26,Streak,True,True,True
428,30,2026-04-17,Morning,False,False,False
429,30,2026-11-25,Morning,True,False,False
430,30,2026-04-14,Morning,True,True,True
431,30,2026-11-03,Morning,False,False,False
432,30,2026-06-27,Streak,False,False,False
433,30,2026-04-22,Evening,True,True,False
434,31,2026-12-27,Streak,True,True,False
435,31,2027-01-17,Streak,True,False,False
436,31,2026-07-10,Evening,False,False,False
437,31,2027-03-01,Morning,True,False,False
438,31,2027-02-08,Morning,True,True,True
439,31,2027-03-06,Morning,False,False,False
440,31,2026-10-13,Motivation,True,False,False
441,31,2026-09-23,Evening,False,False,False
442,31,2027-01-12,Morning,True,False,False
443,31,2026-09-20,Streak,True,False,False
444,31,2026-09-15,Motivation,False,False,False
445,31,2027-03-08,Morning,True,False,False
446,31,2027-04-27,Morning,True,False,False
447,31,2027-03-21,Morning,True,False,False
448,31,2026-10-18,Motivation,True,False,False
449,31,2027-04-10,Streak,True,False,False
450,31,2027-05-19,Morning,True,False,False
451,31,2027-02-01,Morning,True,True,False
452,31,2026-06-08,Streak,False,False,False
453,32,2027-02-05,Morning,True,False,False
454,32,2027-03-12,Evening,True,False,False
455,32,2027-01-02,Morning,True,False,False
456,32,2026-04-25,Motivation,True,False,False
457,32,2026-10-09,Streak,True,False,False
458,32,2026-07-27,Evening,False,False,False
459,32,2027-03-14,Streak,True,False,False
460,32,2026-09-14,Evening,True,False,False
461,32,2026-11-25,Morning,True,True,True
462,32,2026-08-09,Motivation,False,False,False
463,32,2027-03-17,Evening,True,False,False
464,33,2027-01-26,Evening,True,True,True
465,33,2026-05-30,Streak,True,False,False
466,33,2026-03-31,Streak,True,False,False
467,33,2026-10-26,Evening,False,False,False
468,33,2026-04-12,Evening,False,False,False
469,33,2026-10-12,Evening,True,True,False
470,33,2027-01-12,Streak,True,False,False
471,33,2026-11-30,Morning,True,False,False
472,33,2027-01-09,Morning,True,False,False
473,33,2026-03-09,Motivation,False,False,False
474,33,2026-12-22,Morning,True,False,False
475,33,2026-03-22,Streak,False,False,False
476,33,2026-02-25,Evening,False,False,False
477,34,2026-10-15,Evening,True,False,False
478,34,2027-06-30,Morning,True,False,False
479,34,2026-10-18,Morning,True,False,False
480,34,2027-03-10,Streak,True,False,False
481,34,2027-04-24,Morning,False,False,False
482,34,2026-12-13,Morning,True,True,False
483,34,2027-05-18,Evening,True,False,False
484,34,2027-03-08,Morning,True,False,False
485,34,2027-06-08,Evening,False,False,False
486,34,2026-09-19,Morning,False,False,False
487,35,2026-07-30,Morning,False,False,False
488,35,2026-11-08,Evening,True,False,False
489,35,2026-08-30,Morning,True,True,False
490,35,2026-02-17,Morning,False,False,False
491,35,2026-11-04,Streak,True,False,False
492,35,2026-05-25,Evening,True,False,False
493,35,2026-09-29,Evening,False,False,False
494,35,2026-01-10,Morning,True,False,False
495,35,2026-08-01,Motivation,True,True,True
496,35,2026-03-11,Morning,True,True,True
497,35,2026-04-06,Evening,True,False,False
498,35,2026-07-17,Evening,True,True,False
499,35,2026-05-02,Evening,True,False,False
500,36,2026-10-15,Evening,True,False,False
501,36,2027-01-04,Morning,True,True,True
502,36,2026-09-22,Evening,True,True,True
503,36,2026-05-08,Motivation,True,True,False
504,36,2027-01-24,Morning,True,True,False
505,36,2026-09-26,Evening,True,False,False
506,36,2026-04-28,Morning,True,True,False
507,36,2026-12-22,Morning,True,False,False
508,36,2026-05-11,Streak,True,False,False
509,36,2026-04-27,Morning,True,True,False
510,36,2026-05-17,Evening,False,False,False
511,36,2026-09-03,Streak,True,False,False
512,36,2026-05-28,Evening,True,True,True
513,36,2026-08-24,Morning,False,False,False
514,36,2026-10-04,Evening,False,False,False
515,36,2026-04-12,Morning,True,False,False
516,36,2026-10-21,Evening,True,False,False
517,36,2027-02-08,Evening,False,False,False
518,37,2026-12-30,Streak,False,False,False
519,37,2026-08-28,Morning,True,True,True
520,37,2026-07-02,Morning,True,False,False
521,37,2027-01-23,Morning,True,False,False
522,37,2026-08-23,Evening,True,False,False
523,37,2027-03-30,Streak,False,False,False
524,37,2027-04-09,Motivation,False,False,False
525,37,2026-07-01,Morning,False,False,False
526,37,2027-04-19,Morning,True,False,False
527,37,2026-08-17,Morning,True,True,True
528,37,2026-11-27,Evening,True,False,False
529,37,2026-10-30,Evening,False,False,False
530,37,2027-01-25,Evening,True,False,False
531,37,2027-02-14,Evening,True,False,False
532,37,2027-05-01,Motivation,True,True,True
533,37,2026-12-28,Motivation,False,False,False
534,38,2026-05-30,Motivation,False,False,False
535,38,2026-09-09,Evening,False,False,False
536,38,2026-06-02,Evening,True,True,False
537,38,2026-07-03,Evening,True,False,False
538,38,2026-07-04,Evening,False,False,False
539,38,2026-03-17,Motivation,True,False,False
540,38,2026-03-25,Motivation,True,True,True
541,38,2026-03-15,Streak,True,True,True
542,38,2026-03-24,Morning,True,True,True
543,38,2026-05-18,Evening,True,False,False
544,38,2027-01-03,Morning,False,False,False
545,38,2026-05-04,Motivation,False,False,False
546,38,2026-10-22,Evening,True,True,False
547,38,2027-02-15,Morning,False,False,False
548,38,2026-04-03,Morning,False,False,False
549,39,2026-12-18,Streak,True,True,True
550,39,2026-11-19,Motivation,False,False,False
551,39,2027-05-05,Streak,True,False,False
552,39,2027-04-19,Morning,False,False,False
553,39,2027-03-31,Morning,True,False,False
554,39,2026-07-10,Morning,False,False,False
555,39,2026-06-28,Streak,True,True,True
556,39,2026-06-18,Morning,True,False,False
557,40,2026-03-30,Streak,True,False,False
558,40,2026-11-15,Evening,True,True,False
559,40,2026-09-16,Evening,True,False,False
560,40,2026-11-16,Motivation,False,False,False
561,40,2026-11-09,Streak,False,False,False
562,40,2026-05-09,Evening,False,False,False
563,40,2026-03-31,Streak,True,False,False
564,40,2026-07-30,Streak,False,False,False
565,40,2026-05-16,Morning,True,False,False
566,40,2026-05-12,Streak,True,False,False
567,40,2026-10-31,Streak,True,False,False
568,40,2026-11-30,Streak,False,False,False
569,40,2027-02-22,Streak,False,False,False
570,40,2026-08-04,Evening,True,False,False
571,40,2026-12-19,Evening,False,False,False
572,40,2027-02-22,Morning,False,False,False
573,40,2027-02-02,Streak,True,False,False
574,40,2026-07-30,Motivation,True,False,False
575,40,2026-04-04,Streak,True,True,False
576,40,2026-09-28,Morning,True,False,False
577,41,2026-12-18,Motivation,True,False,False
578,41,2026-12-11,Morning,False,False,False
579,41,2026-05-07,Evening,True,True,False
580,41,2026-11-18,Morning,False,False,False
581,41,2026-07-08,Streak,True,True,True
582,41,2026-06-13,Morning,True,False,False
583,41,2026-07-22,Morning,True,True,False
584,41,2026-11-22,Streak,False,False,False
585,41,2026-07-30,Evening,False,False,False
586,41,2026-05-22,Morning,False,False,False
587,41,2027-02-24,Morning,True,False,False
588,42,2026-07-29,Morning,False,False,False
589,42,2026-07-17,Motivation,True,False,False
590,42,2025-09-08,Evening,False,False,False
591,42,2025-09-05,Evening,True,True,True
592,42,2025-08-16,Evening,True,False,False
593,42,2025-12-17,Morning,False,False,False
594,42,2026-07-30,Streak,True,False,False
595,42,2026-03-20,Evening,False,False,False
596,42,2026-06-16,Evening,False,False,False
597,42,2025-08-28,Morning,False,False,False
598,42,2025-11-10,Streak,True,True,True
599,42,2026-08-13,Morning,True,True,True
600,42,2026-03-01,Evening,False,False,False
601,43,2026-07-01,Motivation,False,False,False
602,43,2026-10-09,Streak,True,False,False
603,43,2026-08-04,Morning,True,True,False
604,43,2025-12-06,Evening,True,False,False
605,43,2026-10-06,Evening,True,False,False
606,43,2025-11-29,Morning,False,False,False
607,43,2026-10-01,Motivation,False,False,False
608,43,2026-02-18,Morning,True,True,True
609,44,2026-04-17,Motivation,True,False,False
610,44,2025-11-18,Morning,False,False,False
611,44,2025-12-18,Morning,True,False,False
612,44,2026-07-10,Streak,True,False,False
613,44,2026-03-30,Morning,True,False,False
614,44,2026-05-29,Evening,True,False,False
615,44,2026-07-20,Morning,True,True,True
616,44,2026-11-04,Streak,False,False,False
617,44,2026-06-11,Evening,True,True,False
618,44,2025-12-26,Streak,True,False,False
619,44,2026-04-15,Streak,False,False,False
620,44,2026-03-19,Streak,True,False,False
621,44,2026-04-01,Evening,True,False,False
622,44,2026-01-27,Evening,True,False,False
623,44,2026-06-30,Streak,True,True,True
624,44,2025-11-23,Morning,True,False,False
625,44,2026-04-28,Streak,False,False,False
626,44,2026-08-19,Evening,True,True,True
627,44,2026-02-20,Motivation,True,True,False
628,45,2026-04-16,Evening,True,True,False
629,45,2026-07-22,Streak,False,False,False
630,45,2025-10-06,Streak,False,False,False
631,45,2025-10-22,Motivation,True,True,True
632,45,2026-04-27,Morning,True,True,False
633,45,2025-09-05,Evening,True,False,False
634,45,2026-07-08,Evening,True,True,False
635,45,2026-06-27,Morning,False,False,False
636,45,2026-08-08,Morning,True,True,False
637,45,2026-02-22,Evening,True,True,False
638,45,2026-06-17,Morning,True,False,False
639,45,2026-01-22,Evening,False,False,False
640,45,2026-01-06,Evening,False,False,False
641,45,2026-03-01,Streak,True,False,False
642,45,2025-11-24,Streak,False,False,False
643,45,2026-03-15,Morning,True,True,True
644,45,2026-08-14,Morning,True,False,False
645,46,2026-04-23,Streak,False,False,False
646,46,2026-09-15,Streak,False,False,False
647,46,2025-11-01,Evening,True,True,True
648,46,2025-11-07,Streak,False,False,False
649,46,2026-02-24,Motivation,True,False,False
650,46,2025-11-02,Evening,True,True,True
651,46,2025-11-07,Streak,False,False,False
652,46,2026-01-17,Motivation,True,True,False
653,46,2026-05-01,Morning,True,False,False
654,46,2025-11-24,Morning,True,False,False
655,46,2026-07-18,Motivation,True,False,False
656,47,2026-03-04,Streak,False,False,False
657,47,2025-11-13,Evening,True,True,True
658,47,2026-01-10,Morning,True,True,True
659,47,2025-09-07,Streak,False,False,False
660,47,2025-09-27,Streak,True,True,True
